   1    1        0.450564942      15.523345849       9.298968199
   1    2        0.000000000      10.174902869       1.438899770
   1    3        0.100819173       7.607500154       4.564166627
   1    4        0.000000000       5.370905097       0.709810315
   1    5        0.032030703       4.808672275       2.842081607
   1    6        0.000000000       3.500046942       0.442888382
   1    7        0.000282276       1.068088052       0.518435876
   1    8        0.000000000       0.723935150       0.080510621
   1    9        0.000000000       0.008816804       0.000504980
   1   10        0.000000000       0.005508918       0.000082833
   1   11        0.019761299      40.773943091      16.211040424
   1   12        0.000000000      16.964164093       3.744682565
   1   13        0.000000000      17.681976100       0.630049442
   1   14        0.000298798       6.702709001       2.432733865
   1   15        0.000000000       3.416558145       0.575011527
   1   16        0.000000000       3.612414431       0.111869881
   1   17        0.001119279      11.348120314       4.318878188
   1   18        0.000000000       5.371376879       1.013577855
   1   19        0.000000000       5.908457969       0.188441258
   1   20        0.000150913       4.878271436       1.744170918
   1   21        0.000000000       2.554335099       0.412016771
   1   22        0.000000000       2.632922947       0.079981481
   1   23        0.000364749       6.849544568       2.557278109
   1   24        0.000000000       3.376636349       0.600469545
   1   25        0.000000000       3.607340627       0.110124966
   1   26        0.000046825       2.878786940       1.002024127
   1   27        0.000000000       1.573280329       0.236379102
   1   28        0.000000000       1.549897102       0.045670938
   1   29        0.003303832      14.200032632       5.513995416
   1   30        0.000000000       6.079408958       1.276308770
   1   31        0.000000000       6.178264992       0.203162950
   1   32        0.000816090       9.462506627       3.580829495
   1   33        0.000000000       4.381367884       0.832942042
   1   34        0.000000000       4.394339232       0.132458384
   1   35        0.000009239       1.435395759       0.478597502
   1   36        0.000000000       0.823661273       0.112636004
   1   37        0.000000000       0.760317722       0.021568547
   1   38        0.000000299       0.522720116       0.142634346
   1   39        0.000000000       0.309832127       0.033912440
   1   40        0.000000000       0.247575657       0.006668426
   1   41        0.000000000       0.090079385       0.016825229
   1   42        0.000000000       0.067772519       0.003835361
   1   43        0.000000000       0.046858786       0.000900378
   1   44        0.000008636       1.489259864       0.510144983
   1   45        0.000000000       0.807465898       0.119579453
   1   46        0.000000000       0.775663890       0.020777351
   1   47        0.000098860       4.035065427       1.447333466
   1   48        0.000000000       2.043154521       0.337146607
